[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 19:21:01
Order : 28
Analyse step ID : 13085

[SAMPLE]
Sample Name : H7-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
56	15002.1777370315	340188.446124265	453728.023599267	264888.935226888	212586.368109169	111196.901863138	250839.53253617	154865.878440514	148071.93643708	110338.162155964	315500.80346697	188341.762061526	236760.980158561	88937.3713845951	21140.0099742925	104732.149287697	137996.753995749	123200.364814782
57	15002.1777370315	340188.446124265	453483.030066006	264888.935226888	212464.611884593	111135.972053898	251772.792475329	156153.075352228	148555.042265586	110982.472591911	315914.846516139	189277.234389646	238001.107509893	89140.2394762571	21190.5841608339	104974.584818455	138317.975490153	123521.701186234
58	14990.1181086255	339944.583438871	453483.030066006	264767.259096788	212464.611884593	111014.112435418	252498.661316897	157359.822456959	148957.630456008	111667.052430105	316328.889565309	190212.706717766	239344.57880717	89343.107567919	21251.2731846835	105136.208505628	138574.952685676	123843.037557687
59	14978.0584802195	339944.583438871	453483.030066006	264767.259096788	212342.855660017	111014.112435418	253535.616804852	158566.56956169	149440.736284514	112311.362866052	316535.911089893	191252.120415678	240584.706158503	89545.975659581	21301.8473712249	105378.644036386	138896.174180079	124164.373929139
60	14984.0882944225	339944.583438871	453483.030066006	264767.259096788	212342.855660017	110953.182626178	254572.572292806	159773.316666422	149843.324474935	112955.673302	317156.975663647	192083.651374007	241928.17745578	89708.2701329105	21362.5363950745	105621.079567145	139153.151375602	124421.443026301
61	14972.0286660165	339822.652096174	453238.036532745	264645.582966688	212342.855660017	110892.252816938	255402.13668317	160980.063771153	150326.430303441	113599.983737947	317363.997188232	192811.240962545	243271.648753057	89911.1382245725	21423.2254189242	105863.515097903	139410.128571125	124742.779397753
62	14959.9690376106	339700.720753477	453238.036532745	264645.582966688	212342.855660017	110770.393198457	256335.396622329	162025.91126192	150809.536131947	114163.755369401	317778.040237401	193746.713290665	244615.120050333	90114.0063162344	21494.0292800821	106025.138785076	139731.350065528	124999.848494915
63	14959.9690376106	339822.652096174	453238.036532745	264523.906836589	212221.099435442	110770.393198457	257268.656561488	163152.208559669	151212.124322369	114767.796403101	318192.08328657	194578.244248994	245855.247401666	90276.300789564	21544.6034666235	106267.574315834	139988.327261051	125321.184866367
64	14953.9392234076	339578.78941078	452993.042999484	264523.906836589	212221.099435442	110709.463389217	258098.220951851	164198.056050436	151614.71251279	115331.568034555	318606.12633574	195409.775207323	247198.718698943	90479.1688812259	21615.4073277814	106510.009846593	140309.548755455	125642.521237819
65	14953.9392234076	339578.78941078	452993.042999484	264402.230706489	212221.099435442	110648.533579977	258927.785342215	165324.353348186	152097.818341296	115935.609068256	318813.147860324	196345.247535443	248542.18999622	90641.4633545554	21676.096351631	106671.633533765	140502.281652097	125835.32306069
66	14941.8795950016	339578.78941078	452993.042999484	264402.230706489	212221.099435442	110587.603770737	259964.740830169	166370.200838953	152500.406531718	116459.111297463	319434.212434078	197176.778493772	249885.661293496	90844.3314462174	21746.9002127889	106914.069064524	140823.5031465	126156.659432143
67	14941.8795950016	339578.78941078	452748.049466223	264280.55457639	211977.58698629	110526.673961497	260794.305220533	167335.598522738	152902.99472214	117022.882928917	319641.233958663	198008.309452101	251229.132590773	91047.1995378793	21807.5892366386	107075.692751696	141080.480342023	126413.728529304
68	14941.8795950016	339456.858068083	452748.049466223	264280.55457639	211977.58698629	110526.673961497	261623.869610896	168381.446013505	153386.100550646	117546.385158124	320055.277007832	198839.84041043	252572.60388805	91209.4940112089	21858.1634231799	107398.940126041	141273.213238665	126670.797626466
69	14935.8497807986	339334.926725387	452748.049466223	264158.87844629	211977.58698629	110465.744152257	262557.129550055	169346.84369729	153788.688741067	118069.887387331	320469.320057001	199775.31273855	253916.075185327	91371.7884845384	21908.7376097213	107560.563813213	141530.190434188	126927.866723628
70	14929.8199665956	339212.99538269	452748.049466223	264158.87844629	211855.830761714	110404.814343017	263386.693940419	170392.691188057	154191.276931489	118593.389616538	320676.341581586	200502.902327088	255259.546482604	91574.6565762004	21939.0821216461	107722.187500386	141787.167629711	127184.93582079
71	14935.8497807986	339212.99538269	452503.055932962	264158.87844629	211855.830761714	110343.884533777	264216.258330782	171277.63906486	154593.865121911	119076.622443498	321090.384630755	201334.433285417	256603.017779881	91736.9510495299	22030.1156574206	108045.43487473	142044.144825234	127442.004917951
72	14917.7603381896	339091.064039993	452503.055932962	263915.526186091	211855.830761714	110282.954724537	265149.518269941	172162.586941663	154996.453312332	119600.124672705	321504.427679924	202165.964243746	257946.489077158	91899.2455228595	22080.689843962	108207.058561903	142301.122020756	127699.074015113
73	14917.7603381896	339091.064039993	452503.055932962	264037.20231619	211855.830761714	110222.024915297	265979.082660305	173127.984625448	155399.041502754	120083.357499666	321918.470729094	202997.495202075	259083.272482546	92102.1136145214	22131.2640305033	108449.494092661	142493.854917399	127891.875837985
74	14917.7603381896	339091.064039993	452258.062399701	263915.526186091	211734.074537139	110161.095106057	266704.951501873	174012.932502251	155882.14733126	120606.859728873	322125.492253678	203829.026160404	260426.743779823	92264.408087851	22171.7233797364	108611.117779834	142750.832112921	128148.944935146
75	14917.7603381896	338969.132697296	452503.055932962	263793.850055991	211734.074537139	110100.165296817	267638.211441032	174897.880379054	156284.735521681	121049.823153587	322539.535302847	204660.557118733	261873.559023044	92426.7025611805	22232.4124035861	108853.553310592	143007.809308444	128406.014032308
76	14917.7603381896	338847.201354599	452013.06886644	263793.850055991	211612.318312563	110039.235487576	268571.471380191	175782.828255857	156687.323712103	121533.055980547	322953.578352017	205492.088077062	263113.686374376	92548.4234161777	22293.1014274357	109095.988841351	143200.542205086	128598.815855179
77	14917.7603381896	338847.201354599	452013.06886644	263793.850055991	211855.830761714	109978.305678336	269297.340221759	176667.77613266	157089.911902525	121976.019405261	323367.621401186	206323.619035391	264457.157671653	92751.2915078396	22353.7904512854	109257.612528523	143393.275101728	128855.884952341
78	14917.7603381896	338847.201354599	452258.062399701	263672.173925891	211612.318312563	110039.235487576	270230.600160918	177472.274202481	157492.500092946	122459.252232221	323781.664450355	207155.14999372	265697.285022986	92913.5859811692	22404.3646378267	109419.236215696	143650.252297251	129048.686775213
79	14905.7007097837	338725.270011902	452013.06886644	263672.173925891	211612.318312563	109917.375869096	271060.164551281	178276.772272301	157895.088283368	122861.946254688	324195.707499524	207882.739582258	266937.412374318	93035.3068361663	22465.0536616764	109661.671746454	143907.229492774	129305.755872374
80	14905.7007097837	338603.338669205	452013.06886644	263672.173925891	211490.562087987	109917.375869096	271889.728941645	179081.270342122	158297.67647379	123304.909679402	324402.729024109	208714.270540587	268177.539725651	93197.6013094959	22505.5130109095	109904.107277213	144035.718090535	129498.557695246
81	14905.7007097837	338603.338669205	452013.06886644	263550.497795792	211490.562087987	109795.516250616	272615.597783213	179885.768411943	158700.264664211	123747.873104116	324816.772073278	209545.801498916	269417.667076983	93359.8957828255	22545.9723601426	110146.542807971	144292.695286058	129691.359518117
82	14911.7305239867	338481.407326508	451768.075333179	263550.497795792	211490.562087987	109795.516250616	273445.162173576	180690.266481764	159102.852854633	124110.297724336	325230.815122448	210273.391087454	270761.13837426	93522.190256155	22596.5465466839	110227.354651557	144485.4281827	129948.428615279
83	14905.7007097837	338481.407326508	451768.075333179	263550.497795792	211490.562087987	109734.586441376	274274.72656394	181414.314744603	159424.92340697	124553.26114905	325437.836647032	211000.980675992	272001.265725593	93684.4847294846	22647.1207332253	110469.790182316	144742.405378223	130076.96316386
84	14905.7007097837	338359.475983812	451768.075333179	263428.821665692	211490.562087987	109734.586441376	275000.595405508	182138.363007441	159827.511597392	124955.955171517	325851.879696201	211832.511634321	273241.393076925	93806.2055844817	22707.809757075	110631.413869488	144935.138274865	130269.764986731
