[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-2
Sequence ID : 529

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 23:11:40
Order : 10
Analyse step ID : 13106

[SAMPLE]
Sample Name : Q14-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
39	13102.7862630906	379694.20115805	507871.594449935	292874.445149802	231215.07046925	123139.144474193	161453.969474501	99915.9595511446	120534.90421224	78887.7590012896	242339.315638936	116001.181757717	149848.721619342	73032.5129982989	13169.5181753726	85440.0576071915	123734.519644233	109061.564470884
40	13048.5179352637	379328.40712996	507626.600916674	292752.769019702	231093.314244675	122895.425237232	162905.707157637	101927.150363366	121098.52767883	80015.3022641972	242753.393922813	116988.647014615	150262.09740312	73316.5283266257	13240.3220365306	85804.4938718667	124312.71833416	109704.237213789
41	13024.3986784518	379206.475787263	507381.607383413	292509.416759503	230971.558020099	122712.635809512	164150.053743182	103938.341175587	121742.668783505	81183.1149293516	243270.991777659	117976.112271513	150675.473186897	73559.97003662	13321.2407349968	86168.930136542	124890.917024086	110282.642682403
42	12982.1899790308	378962.613101869	507136.613850152	292387.740629403	230971.558020099	122529.846381792	165601.791426318	105909.308171563	122306.292250095	82270.3887900125	243685.070061536	119067.521239664	151295.536862564	73884.5589832791	13402.1594334629	86533.3664012172	125469.115714012	110861.048151017
43	12958.0707222189	378840.681759172	507136.613850152	292266.064499304	230606.289346372	122347.056954072	166949.833560659	107880.27516754	122950.433354769	83357.6626506735	244202.667916382	120158.930207815	152122.288430119	74209.1479299382	13483.0781319291	86857.3097475952	126047.314403939	111503.720893921
44	12921.891837001	378596.819073778	506891.620316891	292144.388369204	230606.289346372	122164.267526351	168297.875695	109851.242163517	123594.574459444	84444.9365113345	244720.265771228	121198.367320339	152949.039997674	74493.1632582649	13584.2265050119	87221.7460122704	126561.268794984	112082.126362535
45	12891.742765986	378474.887731081	506646.62678363	291901.036109005	230606.289346372	122042.407907871	169749.613378136	111701.53771076	124158.197926034	85491.9409697487	245237.863626074	122289.776288489	153879.135511173	74817.752204924	13665.1452034781	87545.6893586483	127139.467484911	112660.531831149
46	12867.6235091741	378231.025045688	506401.633250369	291779.359978905	230362.77689722	121859.618480151	170993.959963681	113592.057074248	124802.339030709	86538.945428163	245755.46148092	123433.157112266	154809.231024672	75142.3411515831	13766.2935765608	87910.1256233236	127653.421875956	113238.937299763
47	12831.4446239562	377987.162360294	506156.639717109	291657.683848806	230362.77689722	121676.829052431	172342.002098022	115442.352621491	125446.480135384	87585.9498865772	246273.059335766	124524.566080417	155946.01443006	75466.9300982422	13837.0974377187	88274.5618879988	128167.376267002	113753.075494087
48	12807.3253671442	377743.2996749	505911.646183848	291536.007718706	230241.020672645	121494.039624711	173690.044232363	117252.42435249	126010.103601974	88592.6849427448	246894.176761581	125667.946904194	156979.453889504	75791.5190449013	13918.0161361849	88598.5052343768	128681.330658047	114267.21368841
49	12777.1762961293	377621.368332203	505911.646183848	291414.331588606	230119.264448069	121372.18000623	175038.086366703	119062.496083489	126654.244706649	89559.1505966656	247411.774616427	126811.32772797	158116.237294892	76075.534373228	14009.0496719594	88962.941499052	129195.285049093	114781.351882734
50	12753.0570393173	377377.50564681	505666.652650587	291292.655458507	230119.264448069	121250.32038775	176282.432952249	120792.120182	127217.868173239	90525.6162505865	248032.892042243	127954.708551747	159356.364646225	76440.6969382195	14110.1980450421	89327.3777637272	129709.239440139	115359.757351348
51	12740.9974109114	377255.574304113	505666.652650587	291170.979328407	229875.751998918	121067.53096003	177630.475086589	122521.74428051	127862.009277914	91492.0819045073	248550.489897089	129046.117519898	160596.491997557	76724.7122665463	14170.8870688918	89651.3211101052	130223.193831184	115873.895545671
