[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 20:58:55
Order : 39
Analyse step ID : 13096

[SAMPLE]
Sample Name : Q10-3

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
55	11299.8718163975	386348.023792541	524776.14824494	296159.700662492	233528.438736189	119605.215538268	182296.774782384	130003.374101972	128989.256211094	95035.7893022171	241097.080787305	134503.162360651	168243.943997441	77698.4791065236	14342.8393031324	91149.5590871033	126111.558702819	112789.06637973
56	11275.7525595855	386104.117211864	524776.14824494	296038.024532392	233406.682511613	119422.426110548	183437.425819134	131491.655303016	129552.879677684	95881.4467493979	241614.678642151	135594.571328801	169690.759240662	78023.0680531827	14403.5283269821	91473.5024334813	126497.024496104	113367.471848344
57	11275.7525595855	386104.117211864	524531.154711679	295916.348402293	233284.926287037	119300.566492068	184681.772404679	133063.980748369	130116.503144275	96727.1041965786	242235.796067967	136685.980296952	171034.230537939	78307.0833815094	14464.2173508317	91716.4599432648	126946.734588268	113817.342768377
58	11263.6929311796	385860.210631186	524286.161178418	295794.672272193	233163.170062462	119178.706873588	185822.423441429	134512.077274047	130680.126610865	97572.7616437594	242856.913493782	137777.389265102	172377.701835216	78550.5250915037	14575.4805612227	92040.4032896428	127460.688979314	114267.21368841
59	11251.6333027736	385616.304050509	524041.167645157	295672.996142093	233163.170062462	119117.777064348	187066.770026974	135960.173799724	131243.750077455	98378.1496886934	243374.511348628	138920.770088879	173721.173132493	78834.5404198304	14626.0547477641	92323.8537177235	127846.154772598	114781.351882734
60	11233.5438601646	385372.397469832	524041.167645157	295551.320011994	233041.413837886	118934.987636627	188103.725514929	137408.270325402	131807.373544046	99183.5377336275	243995.628774443	140012.17905703	175167.988375714	79118.5557481572	14686.7437716137	92566.811227507	128231.620565883	115166.955528477
61	11227.5140459616	385372.397469832	523796.174111896	295551.320011994	232919.65761331	118874.057827387	189348.072100474	138775.917044097	132370.997010636	99988.9257785615	244409.70705832	141051.616169554	176614.803618935	79361.9974581515	14757.5476327716	92850.2616555877	128745.574956928	115616.82644851
62	11221.4842317587	385372.397469832	523796.174111896	295307.967751794	232797.901388734	118752.198208907	190488.723137224	140143.563762793	132934.620477226	100754.044421249	245134.344055105	142194.996993331	177854.930970268	79605.4391681458	14818.2366566213	93174.2050019657	129195.285049093	116130.964642833
63	11209.4246033527	385128.490889155	523306.187045375	295186.291621695	232797.901388734	118630.338590427	191629.374173974	141511.210481488	133498.243943816	101519.163063936	245651.941909951	143286.405961481	179405.090159433	79889.4544964726	14909.2701923958	93417.1625117492	129580.750842377	116516.568288576
64	11209.4246033527	384884.584308478	523306.187045375	295064.615491595	232676.145164159	118508.478971947	192770.025210724	142878.857200184	133981.349772322	102284.281706624	246273.059335766	144273.871218379	180748.56145671	80132.8962064669	14969.9592162454	93700.6129398299	129966.216635662	116902.171934319
